0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	44
13	48
15	50
20	54
26	57
30	57
35	59
41	59
41	59
44	59
46	59
48	59
49	59
51	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
53	59
55	57
55	53
57	49
59	43
61	39
62	37
62	36
64	34
64	32
66	32
68	31
68	31
69	29
69	29
69	29
69	29
69	29
69	29
69	29
69	29
69	29
69	29
69	29
71	27
71	27
71	27
71	27
71	27
73	27
73	27
74	27
74	27
76	27
76	27
78	27
78	28
80	28
81	30
81	31
83	33
85	35
85	36
86	38
86	38
88	43
90	47
90	47
92	51
92	53
92	57
92	58
92	58
92	58
92	60
92	60
92	62
92	62
92	62
92	63
92	65
92	65
91	65
91	67
90	67
86	69
86	69
84	70
84	70
82	70
81	72
81	72
79	72
77	72
77	72
77	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
76	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	74
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
78	73
